"","X","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_blk","full_address","lat","lon","cid","lat_offset","lon_offset"
"2597",2642,"Commercial Break and Enter",2014,3,"15XX E 1ST AVE","1500 E 1ST AVE"," 1500 E 1ST AVE, Vancouver, BC, Canada",49.26936,-123.07329,1,49.2698230279412,-123.072820431733
"2598",2643,"Commercial Break and Enter",2014,3,"10XX HOWE ST","1000 HOWE ST"," 1000 HOWE ST, Vancouver, BC, Canada",49.2796589,-123.1241149,1,49.2797683488764,-123.123965403532
"2599",2644,"Commercial Break and Enter",2014,3,"35XX W 26TH AVE","3500 W 26TH AVE"," 3500 W 26TH AVE, Vancouver, BC, Canada",49.2488851,-123.1820115,1,49.2490773771997,-123.181581471583
"2600",2645,"Commercial Break and Enter",2014,3,"6XX W 7TH AVE","600 W 7TH AVE"," 600 W 7TH AVE, Vancouver, BC, Canada",49.2648751,-123.1176327,1,49.2652659528198,-123.117410706973
"2601",2646,"Commercial Break and Enter",2014,3,"25XX CARNARVON ST","2500 CARNARVON ST"," 2500 CARNARVON ST, Vancouver, BC, Canada",49.2640023,-123.1719251,1,49.2642544995999,-123.171743291485
"2602",2647,"Commercial Break and Enter",2014,3,"10XX ROBSON ST","1000 ROBSON ST"," 1000 ROBSON ST, Vancouver, BC, Canada",49.28333,-123.12328,1,49.2836547474481,-123.122907871129
"2603",2648,"Commercial Break and Enter",2014,3,"5XX W 7TH AVE","500 W 7TH AVE"," 500 W 7TH AVE, Vancouver, BC, Canada",49.2648169,-123.1149734,1,49.2651113971167,-123.11481872001
"2604",2649,"Commercial Break and Enter",2014,3,"10XX HOMER ST","1000 HOMER ST"," 1000 HOMER ST, Vancouver, BC, Canada",49.2770887,-123.1201572,1,49.2773060577082,-123.119699248204
"2605",2650,"Commercial Break and Enter",2014,3,"1XX SMITHE ST","100 SMITHE ST"," 100 SMITHE ST, Vancouver, BC, Canada",49.2764856,-123.1158195,1,49.2767160193822,-123.115413602057
"2606",2651,"Commercial Break and Enter",2014,3,"10XX ROBSON ST","1000 ROBSON ST"," 1000 ROBSON ST, Vancouver, BC, Canada",49.28333,-123.12328,1,49.2835086456225,-123.122884238348
"2607",2652,"Commercial Break and Enter",2014,3,"82XX SHERBROOKE ST","8200 SHERBROOKE ST"," 8200 SHERBROOKE ST, Vancouver, BC, Canada",49.210953,-123.0818537,1,49.211326959896,-123.081731134149
"2608",2653,"Commercial Break and Enter",2014,3,"22XX W BROADWAY AVE","2200 W BROADWAY AVE"," 2200 W BROADWAY AVE, Vancouver, BC, Canada",49.2637451,-123.1555228,1,49.2640081052939,-123.155156786585
"2609",2654,"Commercial Break and Enter",2014,3,"5XX THURLOW ST","500 THURLOW ST"," 500 THURLOW ST, Vancouver, BC, Canada",49.2872863,-123.120476,1,49.287597309395,-123.120324760107
"2610",2655,"Commercial Break and Enter",2014,3,"4XX SEYMOUR ST","400 SEYMOUR ST"," 400 SEYMOUR ST, Vancouver, BC, Canada",49.2844743,-123.1129097,1,49.2847604524447,-123.11263497156
"2611",2656,"Commercial Break and Enter",2014,3,"5XX CARRALL ST","500 CARRALL ST"," 500 CARRALL ST, Vancouver, BC, Canada",49.2803664,-123.1042351,1,49.2805042887679,-123.103866289751
"2612",2657,"Commercial Break and Enter",2014,3,"9XX W GEORGIA ST","900 W GEORGIA ST"," 900 W GEORGIA ST, Vancouver, BC, Canada",49.28372,-123.12111,1,49.2841399678889,-123.1207447844
"2613",2658,"Commercial Break and Enter",2014,3,"11XX W GEORGIA ST","1100 W GEORGIA ST"," 1100 W GEORGIA ST, Vancouver, BC, Canada",49.2856665,-123.1234024,1,49.2857951826966,-123.123107458938
"2614",2659,"Commercial Break and Enter",2014,3,"2XX SMITHE ST","200 SMITHE ST"," 200 SMITHE ST, Vancouver, BC, Canada",49.2770883,-123.1167589,1,49.2775768837683,-123.116593435158
"2615",2660,"Commercial Break and Enter",2014,3,"22XX W 4TH AVE","2200 W 4TH AVE"," 2200 W 4TH AVE, Vancouver, BC, Canada",49.26791,-123.15588,1,49.2682540793712,-123.155752757386
"2616",2661,"Commercial Break and Enter",2014,3,"1XX SMITHE ST","100 SMITHE ST"," 100 SMITHE ST, Vancouver, BC, Canada",49.2764856,-123.1158195,1,49.2768130844529,-123.115706032419
"2617",2662,"Commercial Break and Enter",2014,3,"23XX W 8TH AVE","2300 W 8TH AVE"," 2300 W 8TH AVE, Vancouver, BC, Canada",49.2646951,-123.1578327,1,49.2650671276488,-123.157350539283
"2618",2663,"Commercial Break and Enter",2014,3,"7XX HORNBY ST","700 HORNBY ST"," 700 HORNBY ST, Vancouver, BC, Canada",49.2835268,-123.1201289,1,49.2837167069087,-123.11998696492
"2619",2664,"Commercial Break and Enter",2014,3,"5XX HORNBY ST","500 HORNBY ST"," 500 HORNBY ST, Vancouver, BC, Canada",49.2856919,-123.1168823,1,49.2858232577682,-123.116649872192
"2620",2665,"Commercial Break and Enter",2014,3,"5XX TAYLOR ST","500 TAYLOR ST"," 500 TAYLOR ST, Vancouver, BC, Canada",49.2805107,-123.105474,1,49.280959616906,-123.105337000943
"2621",2666,"Commercial Break and Enter",2014,3,"19XX COMOX ST","1900 COMOX ST"," 1900 COMOX ST, Vancouver, BC, Canada",49.2896574,-123.1415557,1,49.2900677755179,-123.141361292769
"2622",2667,"Commercial Break and Enter",2014,3,"CARRALL ST / EXPO BLVD","CARRALL ST / EXPO BLVD"," CARRALL ST / EXPO BLVD, Vancouver, BC, Canada",49.27929,-123.10441,1,49.2796322981759,-123.103980141202
"2623",2668,"Commercial Break and Enter",2014,3,"1XX W 6TH AVE","100 W 6TH AVE"," 100 W 6TH AVE, Vancouver, BC, Canada",49.2654851,-123.106943,1,49.2658620633704,-123.106792050934
"2624",2669,"Commercial Break and Enter",2014,3,"26XX MAIN ST","2600 MAIN ST"," 2600 MAIN ST, Vancouver, BC, Canada",49.26186,-123.10061,1,49.2623443890743,-123.100179099776
"2625",2670,"Commercial Break and Enter",2014,3,"23XX W 39TH AVE","2300 W 39TH AVE"," 2300 W 39TH AVE, Vancouver, BC, Canada",49.2363551,-123.1600244,1,49.236696520953,-123.15982689922
"2626",2671,"Commercial Break and Enter",2014,3,"7XX BURRARD ST","700 BURRARD ST"," 700 BURRARD ST, Vancouver, BC, Canada",49.2841549,-123.1211547,1,49.284477195945,-123.120850689647
"2627",2672,"Commercial Break and Enter",2014,3,"45XX MAIN ST","4500 MAIN ST"," 4500 MAIN ST, Vancouver, BC, Canada",49.2443132,-123.1011347,1,49.2445588781988,-123.100851958239
"2628",2673,"Commercial Break and Enter",2014,3,"13XX W BROADWAY AVE","1300 W BROADWAY AVE"," 1300 W BROADWAY AVE, Vancouver, BC, Canada",49.2633651,-123.1339247,1,49.2637580756799,-123.133646333292
"2629",2674,"Commercial Break and Enter",2014,3,"4XX HOWE ST","400 HOWE ST"," 400 HOWE ST, Vancouver, BC, Canada",49.2858147,-123.1148066,1,49.285983165344,-123.114350753381
"2630",2675,"Commercial Break and Enter",2014,3,"11XX MAIN ST","1100 MAIN ST"," 1100 MAIN ST, Vancouver, BC, Canada",49.2751778,-123.0997168,1,49.2753647073662,-123.099488788457
"2631",2676,"Commercial Break and Enter",2014,3,"4XX GRANVILLE ST","400 GRANVILLE ST"," 400 GRANVILLE ST, Vancouver, BC, Canada",49.2850907,-123.1139359,1,49.2853606071415,-123.113498665438
"2632",2677,"Commercial Break and Enter",2014,3,"17XX ROBSON ST","1700 ROBSON ST"," 1700 ROBSON ST, Vancouver, BC, Canada",49.290456,-123.1341308,1,49.2909133435045,-123.133829143912
"2633",2679,"Commercial Break and Enter",2014,3,"6XX W BROADWAY AVE","600 W BROADWAY AVE"," 600 W BROADWAY AVE, Vancouver, BC, Canada",49.2631451,-123.117715,1,49.2635416892678,-123.117490437787
"2634",2680,"Commercial Break and Enter",2014,3,"3XX W PENDER ST","300 W PENDER ST"," 300 W PENDER ST, Vancouver, BC, Canada",49.282096,-123.1111509,1,49.2824525385616,-123.110822928024
"2635",2681,"Commercial Break and Enter",2014,3,"6XX W BROADWAY AVE","600 W BROADWAY AVE"," 600 W BROADWAY AVE, Vancouver, BC, Canada",49.2631451,-123.117715,1,49.2634670640325,-123.117579589982
"2636",2682,"Commercial Break and Enter",2014,3,"20XX W 41ST AVE","2000 W 41ST AVE"," 2000 W 41ST AVE, Vancouver, BC, Canada",49.2344051,-123.1522602,1,49.2346935259754,-123.152062279655
"2637",2683,"Commercial Break and Enter",2014,3,"14XX W BROADWAY AVE","1400 W BROADWAY AVE"," 1400 W BROADWAY AVE, Vancouver, BC, Canada",49.2634151,-123.1363002,1,49.2637649441849,-123.136196782858
"2638",2684,"Commercial Break and Enter",2014,3,"16XX DAVIE ST","1600 DAVIE ST"," 1600 DAVIE ST, Vancouver, BC, Canada",49.2851864,-123.1389223,1,49.285658152979,-123.138624229691
"2639",2685,"Commercial Break and Enter",2014,3,"54XX WEST BLVD","5400 WEST BLVD"," 5400 WEST BLVD, Vancouver, BC, Canada",49.2372501,-123.155294,1,49.2376218595214,-123.15506755985
"2640",2686,"Commercial Break and Enter",2014,3,"1XX E 1ST AVE","100 E 1ST AVE"," 100 E 1ST AVE, Vancouver, BC, Canada",49.2700347,-123.1024001,1,49.2702804206087,-123.102023752799
"2641",2687,"Commercial Break and Enter",2014,3,"6XX W BROADWAY AVE","600 W BROADWAY AVE"," 600 W BROADWAY AVE, Vancouver, BC, Canada",49.2631451,-123.117715,1,49.2635068064714,-123.117272841936
"2642",2688,"Commercial Break and Enter",2014,3,"10XX E CORDOVA ST","1000 E CORDOVA ST"," 1000 E CORDOVA ST, Vancouver, BC, Canada",49.2818849,-123.0821582,1,49.2820854008847,-123.081921280209
"2643",2689,"Commercial Break and Enter",2014,3,"1XX W 8TH AVE","100 W 8TH AVE"," 100 W 8TH AVE, Vancouver, BC, Canada",49.2636651,-123.1070025,1,49.263913822654,-123.10655138429
"2644",2690,"Commercial Break and Enter",2014,3,"4XX GRANVILLE ST","400 GRANVILLE ST"," 400 GRANVILLE ST, Vancouver, BC, Canada",49.2850907,-123.1139359,1,49.2854022594675,-123.11344402991
"2645",2691,"Commercial Break and Enter",2014,3,"13XX ROLSTON ST","1300 ROLSTON ST"," 1300 ROLSTON ST, Vancouver, BC, Canada",49.28707,-123.12925,1,49.2875134052186,-123.128762870032
"2646",2692,"Commercial Break and Enter",2014,3,"8XX HOWE ST","800 HOWE ST"," 800 HOWE ST, Vancouver, BC, Canada",49.2817823,-123.1208767,1,49.2822076827552,-123.120611623646
"2647",2693,"Commercial Break and Enter",2014,3,"14XX CARTWRIGHT ST","1400 CARTWRIGHT ST"," 1400 CARTWRIGHT ST, Vancouver, BC, Canada",49.2700747,-123.1354159,1,49.2702104481431,-123.135309928578
"2648",2694,"Commercial Break and Enter",2014,3,"1XX E 1ST AVE","100 E 1ST AVE"," 100 E 1ST AVE, Vancouver, BC, Canada",49.2700347,-123.1024001,1,49.2703382847695,-123.102022893971
"2649",2695,"Commercial Break and Enter",2014,3,"34XX MAIN ST","3400 MAIN ST"," 3400 MAIN ST, Vancouver, BC, Canada",49.2549518,-123.1008762,1,49.2551742830681,-123.100399557805
"2650",2696,"Commercial Break and Enter",2014,3,"3XX E 12TH AVE","300 E 12TH AVE"," 300 E 12TH AVE, Vancouver, BC, Canada",49.2600135,-123.0980983,1,49.2603131934501,-123.097817151252
"2651",2697,"Commercial Break and Enter",2014,3,"3XX INDUSTRIAL AVE","300 INDUSTRIAL AVE"," 300 INDUSTRIAL AVE, Vancouver, BC, Canada",49.2698476,-123.0984086,1,49.270064449057,-123.097940321814
"2652",2698,"Commercial Break and Enter",2014,3,"16XX W 4TH AVE","1600 W 4TH AVE"," 1600 W 4TH AVE, Vancouver, BC, Canada",49.2678251,-123.1410602,1,49.2681014303065,-123.140694105003
"2653",2699,"Commercial Break and Enter",2014,3,"10XX BURRARD ST","1000 BURRARD ST"," 1000 BURRARD ST, Vancouver, BC, Canada",49.27986,-123.12661,1,49.2800663629904,-123.126387980546
"2654",2700,"Commercial Break and Enter",2014,3,"36XX LOUGHEED HWY","3600 LOUGHEED HWY"," 3600 LOUGHEED HWY, Vancouver, BC, Canada",49.2644331,-123.0267008,1,49.2647762118106,-123.026463805178
"2655",2701,"Commercial Break and Enter",2014,3,"1XX W BROADWAY AVE","100 W BROADWAY AVE"," 100 W BROADWAY AVE, Vancouver, BC, Canada",49.2629351,-123.1070431,1,49.2631459842437,-123.106849956656
"2656",2702,"Commercial Break and Enter",2014,3,"18XX W 57TH AVE","1800 W 57TH AVE"," 1800 W 57TH AVE, Vancouver, BC, Canada",49.2193251,-123.1484119,1,49.2195932504042,-123.148078137799
"2657",2703,"Mischief Over $5000",2014,3,"18XX PARKER ST","1800 PARKER ST"," 1800 PARKER ST, Vancouver, BC, Canada",49.2756251,-123.0673593,2,49.2760706989596,-123.067185248045
"2658",2704,"Mischief Over $5000",2014,3,"19XX BALACLAVA ST","1900 BALACLAVA ST"," 1900 BALACLAVA ST, Vancouver, BC, Canada",49.2691819,-123.1735943,2,49.2692906790634,-123.173309884166
"2659",2705,"Mischief Over $5000",2014,3,"1XX POWELL ST","100 POWELL ST"," 100 POWELL ST, Vancouver, BC, Canada",49.28297,-123.10184,2,49.2833791313473,-123.101369189494
"2660",2706,"Mischief Over $5000",2014,3,"17XX W 1ST AVE","1700 W 1ST AVE"," 1700 W 1ST AVE, Vancouver, BC, Canada",49.2704951,-123.1433514,2,49.2706023819444,-123.143172581509
"2661",2707,"Mischief Over $5000",2014,3,"BALSAM ST / W 4TH AVE","BALSAM ST / W 4TH AVE"," BALSAM ST / W 4TH AVE, Vancouver, BC, Canada",49.2592799,-123.16022,2,49.2596670299335,-123.1600194258
"2662",2708,"Mischief Over $5000",2014,3,"45XX MAIN ST","4500 MAIN ST"," 4500 MAIN ST, Vancouver, BC, Canada",49.2443132,-123.1011347,2,49.2447779853025,-123.100938003003
"2663",2709,"Mischief Under $5000",2014,3,"HUDSON ST / SW MARINE DR","HUDSON ST / SW MARINE DR"," HUDSON ST / SW MARINE DR, Vancouver, BC, Canada",49.21342,-123.13418,2,49.2138937503722,-123.13378106007
"2664",2710,"Mischief Under $5000",2014,3,"6XX SEYMOUR ST","600 SEYMOUR ST"," 600 SEYMOUR ST, Vancouver, BC, Canada",49.2827385,-123.1155377,2,49.2829853593497,-123.115227532943
"2665",2711,"Mischief Under $5000",2014,3,"55XX STANLEY PARK DR","5500 STANLEY PARK DR"," 5500 STANLEY PARK DR, Vancouver, BC, Canada",49.3116821,-123.143015,2,49.3120040901636,-123.142821925866
"2666",2712,"Mischief Under $5000",2014,3,"19XX PENDRELL ST","1900 PENDRELL ST"," 1900 PENDRELL ST, Vancouver, BC, Canada",49.2889076,-123.1424198,2,49.2891805487469,-123.142289916382
"2667",2713,"Mischief Under $5000",2014,3,"7XX BUTE ST","700 BUTE ST"," 700 BUTE ST, Vancouver, BC, Canada",49.2868718,-123.1254264,2,49.2871096954511,-123.124964636175
"2668",2714,"Mischief Under $5000",2014,3,"16XX COMMERCIAL DR","1600 COMMERCIAL DR"," 1600 COMMERCIAL DR, Vancouver, BC, Canada",49.270314,-123.0694058,2,49.2706661278461,-123.068935721617
"2669",2715,"Mischief Under $5000",2014,3,"1XX WATER ST","100 WATER ST"," 100 WATER ST, Vancouver, BC, Canada",49.2837861,-123.1065744,2,49.2839677038071,-123.106299914084
"2670",2716,"Mischief Under $5000",2014,3,"5XX RICHARDS ST","500 RICHARDS ST"," 500 RICHARDS ST, Vancouver, BC, Canada",49.2831573,-123.1129627,2,49.2833231749933,-123.112611501997
"2671",2717,"Mischief Under $5000",2014,3,"18XX POWELL ST","1800 POWELL ST"," 1800 POWELL ST, Vancouver, BC, Canada",49.2841864,-123.0679722,2,49.2843562532703,-123.067506651447
"2672",2718,"Mischief Under $5000",2014,3,"53XX MAIN ST","5300 MAIN ST"," 5300 MAIN ST, Vancouver, BC, Canada",49.2370792,-123.1014443,2,49.2374710889506,-123.101157599482
"2673",2719,"Mischief Under $5000",2014,3,"69XX FRASER ST","6900 FRASER ST"," 6900 FRASER ST, Vancouver, BC, Canada",49.2218652,-123.090649,2,49.2223226076098,-123.090260411901
"2674",2720,"Mischief Under $5000",2014,3,"6XX DUNSMUIR ST","600 DUNSMUIR ST"," 600 DUNSMUIR ST, Vancouver, BC, Canada",49.2829389,-123.1157009,2,49.2831415373199,-123.115307133761
"2675",2721,"Mischief Under $5000",2014,3,"1XX E CORDOVA ST","100 E CORDOVA ST"," 100 E CORDOVA ST, Vancouver, BC, Canada",49.28207,-123.10198,2,49.2822898433611,-123.10185408064
"2676",2722,"Mischief Under $5000",2014,3,"1XX W HASTINGS ST","100 W HASTINGS ST"," 100 W HASTINGS ST, Vancouver, BC, Canada",49.2818961,-123.1074143,2,49.2821396848792,-123.107124803404
"2677",2723,"Mischief Under $5000",2014,3,"DUNLEVY AVE / E CORDOVA ST","DUNLEVY AVE / E CORDOVA ST"," DUNLEVY AVE / E CORDOVA ST, Vancouver, BC, Canada",49.28215,-123.09175,2,49.2823867758514,-123.091301259187
"2678",2724,"Mischief Under $5000",2014,3,"4XX CARRALL ST","400 CARRALL ST"," 400 CARRALL ST, Vancouver, BC, Canada",49.2813654,-123.1042351,2,49.2815477235209,-123.103908286651
"2679",2725,"Mischief Under $5000",2014,3,"37XX W 7TH AVE","3700 W 7TH AVE"," 3700 W 7TH AVE, Vancouver, BC, Canada",49.2659252,-123.186026,2,49.2661359202425,-123.185585422216
"2680",2726,"Mischief Under $5000",2014,3,"1XX W CORDOVA ST","100 W CORDOVA ST"," 100 W CORDOVA ST, Vancouver, BC, Canada",49.2828258,-123.1070009,2,49.2830488960158,-123.106898303758
"2681",2727,"Mischief Under $5000",2014,3,"41XX W 4TH AVE","4100 W 4TH AVE"," 4100 W 4TH AVE, Vancouver, BC, Canada",49.2685799,-123.1959118,2,49.2687507333557,-123.195539329733
"2682",2728,"Mischief Under $5000",2014,3,"65XX MAIN ST","6500 MAIN ST"," 6500 MAIN ST, Vancouver, BC, Canada",49.2255246,-123.1015051,2,49.2258000475882,-123.101344453384
"2683",2729,"Mischief Under $5000",2014,3,"3XX POWELL ST","300 POWELL ST"," 300 POWELL ST, Vancouver, BC, Canada",49.28288,-123.09741,2,49.2832205401972,-123.09702603958
"2684",2730,"Mischief Under $5000",2014,3,"GORE AVE / RAILWAY ST","GORE AVE / RAILWAY ST"," GORE AVE / RAILWAY ST, Vancouver, BC, Canada",49.28499,-123.09441,2,49.2851890832772,-123.09426971822
"2685",2731,"Mischief Under $5000",2014,3,"15XX HOWE ST","1500 HOWE ST"," 1500 HOWE ST, Vancouver, BC, Canada",49.27417,-123.132,2,49.2743884390305,-123.131857038322
"2686",2732,"Mischief Under $5000",2014,3,"CAMBIE ST / ROBSON ST","CAMBIE ST / ROBSON ST"," CAMBIE ST / ROBSON ST, Vancouver, BC, Canada",49.28559,-123.12634,2,49.2857037942155,-123.125888194343
"2687",2733,"Mischief Under $5000",2014,3,"5XX GRANVILLE ST","500 GRANVILLE ST"," 500 GRANVILLE ST, Vancouver, BC, Canada",49.2843,-123.11484,2,49.2845141088541,-123.114469817298
"2688",2734,"Mischief Under $5000",2014,3,"CAMPBELL AVE / E PENDER ST","CAMPBELL AVE / E PENDER ST"," CAMPBELL AVE / E PENDER ST, Vancouver, BC, Canada",49.28156,-123.08473,2,49.2817214039292,-123.084330696761
"2689",2735,"Mischief Under $5000",2014,3,"11XX HARWOOD ST","1100 HARWOOD ST"," 1100 HARWOOD ST, Vancouver, BC, Canada",49.27895,-123.1339,2,49.2792840804737,-123.133673760356
"2690",2736,"Mischief Under $5000",2014,3,"6XX MAIN ST","600 MAIN ST"," 600 MAIN ST, Vancouver, BC, Canada",49.2793174,-123.0995343,2,49.2797368047478,-123.099416426164
"2691",2737,"Mischief Under $5000",2014,3,"BIRCH ST / W 6TH AVE","BIRCH ST / W 6TH AVE"," BIRCH ST / W 6TH AVE, Vancouver, BC, Canada",49.26231,-123.13376,2,49.2625171252672,-123.133317250585
"2692",2738,"Mischief Under $5000",2014,3,"1XX E 11TH AVE","100 E 11TH AVE"," 100 E 11TH AVE, Vancouver, BC, Canada",49.2610148,-123.1028085,2,49.2614453509571,-123.102585058974
"2693",2739,"Mischief Under $5000",2014,3,"ST GEORGE ST / TERMINAL AVE","ST GEORGE ST / TERMINAL AVE"," ST GEORGE ST / TERMINAL AVE, Vancouver, BC, Canada",49.262,-123.09301,2,49.2624508906783,-123.092880927683
"2694",2740,"Mischief Under $5000",2014,3,"DUNSMUIR ST / RICHARDS ST","DUNSMUIR ST / RICHARDS ST"," DUNSMUIR ST / RICHARDS ST, Vancouver, BC, Canada",49.28172,-123.11352,2,49.2818402800085,-123.113223029125
"2695",2741,"Mischief Under $5000",2014,3,"40XX ASH ST","4000 ASH ST"," 4000 ASH ST, Vancouver, BC, Canada",49.2499122,-123.1181342,2,49.2503903537245,-123.117749561235
"2696",2742,"Mischief Under $5000",2014,3,"15XX E 60TH AVE","1500 E 60TH AVE"," 1500 E 60TH AVE, Vancouver, BC, Canada",49.2153238,-123.0753909,2,49.215673699352,-123.074974049112
"2697",2743,"Mischief Under $5000",2014,3,"CAMBIE ST / W 2ND AVE","CAMBIE ST / W 2ND AVE"," CAMBIE ST / W 2ND AVE, Vancouver, BC, Canada",49.25163,-123.12137,2,49.2520304007073,-123.121102319805
"2698",2744,"Mischief Under $5000",2014,3,"2XX E GEORGIA ST","200 E GEORGIA ST"," 200 E GEORGIA ST, Vancouver, BC, Canada",49.2783951,-123.0995238,2,49.2788523396236,-123.099412702806
"2699",2745,"Mischief Under $5000",2014,3,"4XX DAVIE ST","400 DAVIE ST"," 400 DAVIE ST, Vancouver, BC, Canada",49.2752445,-123.1235256,2,49.2755835537791,-123.123131679869
"2700",2746,"Mischief Under $5000",2014,3,"27XX E 46TH AVE","2700 E 46TH AVE"," 2700 E 46TH AVE, Vancouver, BC, Canada",49.2283551,-123.0514397,2,49.2286146481178,-123.051189493155
"2701",2747,"Mischief Under $5000",2014,3,"6XX RICHARDS ST","600 RICHARDS ST"," 600 RICHARDS ST, Vancouver, BC, Canada",49.2820977,-123.1145466,2,49.2823367674486,-123.114061623716
"2702",2748,"Mischief Under $5000",2014,3,"1XX ALEXANDER ST","100 ALEXANDER ST"," 100 ALEXANDER ST, Vancouver, BC, Canada",49.2836762,-123.1019642,2,49.2840669114297,-123.101576214102
"2703",2749,"Mischief Under $5000",2014,3,"25XX E PENDER ST","2500 E PENDER ST"," 2500 E PENDER ST, Vancouver, BC, Canada",49.2801447,-123.054277,2,49.280537943692,-123.053781262195
"2704",2750,"Mischief Under $5000",2014,3,"1XX E 46TH AVE","100 E 46TH AVE"," 100 E 46TH AVE, Vancouver, BC, Canada",49.2284046,-123.1034441,2,49.2288131866744,-123.103257815078
"2705",2751,"Mischief Under $5000",2014,3,"9XX E 53RD AVE","900 E 53RD AVE"," 900 E 53RD AVE, Vancouver, BC, Canada",49.221788,-123.086471,2,49.2219870455057,-123.086012566352
"2706",2752,"Mischief Under $5000",2014,3,"11XX NELSON ST","1100 NELSON ST"," 1100 NELSON ST, Vancouver, BC, Canada",49.2824647,-123.1282263,2,49.282882887103,-123.127805726757
"2707",2753,"Mischief Under $5000",2014,3,"3XX GRANVILLE ST","300 GRANVILLE ST"," 300 GRANVILLE ST, Vancouver, BC, Canada",49.2856982,-123.1129811,2,49.2861740135182,-123.112527542453
"2708",2754,"Mischief Under $5000",2014,3,"CAMBIE ST / W CORDOVA ST","CAMBIE ST / W CORDOVA ST"," CAMBIE ST / W CORDOVA ST, Vancouver, BC, Canada",49.28961,-123.12306,2,49.2900395908733,-123.122611880469
"2709",2755,"Mischief Under $5000",2014,3,"11XX QUEBEC ST","1100 QUEBEC ST"," 1100 QUEBEC ST, Vancouver, BC, Canada",49.2749283,-123.1016369,2,49.2751209557353,-123.101223580708
"2710",2757,"Mischief Under $5000",2014,3,"18XX ADANAC ST","1800 ADANAC ST"," 1800 ADANAC ST, Vancouver, BC, Canada",49.2774451,-123.0680718,2,49.2776384945477,-123.067611246576
"2711",2758,"Mischief Under $5000",2014,3,"1XX W PENDER ST","100 W PENDER ST"," 100 W PENDER ST, Vancouver, BC, Canada",49.28096,-123.10846,2,49.2813853135866,-123.108251363721
"2712",2759,"Mischief Under $5000",2014,3,"CAMBIE ST / W PENDER ST","CAMBIE ST / W PENDER ST"," CAMBIE ST / W PENDER ST, Vancouver, BC, Canada",49.2808,-123.10597,2,49.2810521366894,-123.105627350417
"2713",2760,"Mischief Under $5000",2014,3,"1XX ATHLETES WAY","100 ATHLETES WAY"," 100 ATHLETES WAY, Vancouver, BC, Canada",49.2714351,-123.1068424,2,49.2717253580813,-123.106605349613
"2714",2761,"Mischief Under $5000",2014,3,"8XX BROUGHTON ST","800 BROUGHTON ST"," 800 BROUGHTON ST, Vancouver, BC, Canada",49.2876825,-123.130007,2,49.2881274620323,-123.129627451802
"2715",2762,"Mischief Under $5000",2014,3,"14XX COMMERCIAL DR","1400 COMMERCIAL DR"," 1400 COMMERCIAL DR, Vancouver, BC, Canada",49.2719491,-123.0694551,2,49.2724179501753,-123.069082452765
"2716",2763,"Mischief Under $5000",2014,3,"9XX E 62ND AVE","900 E 62ND AVE"," 900 E 62ND AVE, Vancouver, BC, Canada",49.2137166,-123.086867,2,49.2140075719098,-123.086707981775
"2717",2764,"Mischief Under $5000",2014,3,"72XX ONTARIO ST","7200 ONTARIO ST"," 7200 ONTARIO ST, Vancouver, BC, Canada",49.2192313,-123.1059541,2,49.2195900424819,-123.1054918403
"2718",2765,"Mischief Under $5000",2014,3,"19XX FIR ST","1900 FIR ST"," 1900 FIR ST, Vancouver, BC, Canada",49.2686587,-123.1404667,2,49.2688322506719,-123.14022261129
"2719",2766,"Mischief Under $5000",2014,3,"12XX PACIFIC BLVD","1200 PACIFIC BLVD"," 1200 PACIFIC BLVD, Vancouver, BC, Canada",49.2738099,-123.1214619,2,49.2741156110362,-123.12101949826
"2720",2767,"Mischief Under $5000",2014,3,"11XX W 8TH AVE","1100 W 8TH AVE"," 1100 W 8TH AVE, Vancouver, BC, Canada",49.2642451,-123.1291727,2,49.2647321415803,-123.128992480487
"2721",2768,"Mischief Under $5000",2014,3,"9XX BEACH AVE","900 BEACH AVE"," 900 BEACH AVE, Vancouver, BC, Canada",49.2753659,-123.1330103,2,49.2756037760141,-123.132516212741
"2722",2769,"Mischief Under $5000",2014,3,"66XX INVERNESS ST","6600 INVERNESS ST"," 6600 INVERNESS ST, Vancouver, BC, Canada",49.2243361,-123.0798893,2,49.2245842771672,-123.079682008567
"2723",2770,"Mischief Under $5000",2014,3,"22XX VICTORIA DR","2200 VICTORIA DR"," 2200 VICTORIA DR, Vancouver, BC, Canada",49.2649239,-123.0656351,2,49.2654007854694,-123.065521166103
"2724",2771,"Mischief Under $5000",2014,3,"1XX ALEXANDER ST","100 ALEXANDER ST"," 100 ALEXANDER ST, Vancouver, BC, Canada",49.2836762,-123.1019642,2,49.283919016168,-123.101832020687
"2725",2772,"Mischief Under $5000",2014,3,"87XX BARNARD ST","8700 BARNARD ST"," 8700 BARNARD ST, Vancouver, BC, Canada",49.20661,-123.14432,2,49.206773879824,-123.144023610689
"2726",2773,"Mischief Under $5000",2014,3,"3XX KINGSWAY AVE","300 KINGSWAY AVE"," 300 KINGSWAY AVE, Vancouver, BC, Canada",49.2608721,-123.0978249,2,49.2610071835044,-123.097488474488
"2727",2774,"Mischief Under $5000",2014,3,"10XX CANADA PL","1000 CANADA PL"," 1000 CANADA PL, Vancouver, BC, Canada",49.2880569,-123.1156835,2,49.28838325447,-123.115480811897
