"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","full_address","lat","lon","cid","lat_offset","lon_offset"
"3534","Mischief Under $5000",2011,4,"500 CARRALL ST","500 CARRALL ST , Vancouver, BC, Canada",49.2803664,-123.1042351,2,49.280560570391,-123.103853224819
"3535","Mischief Under $5000",2011,4,"6800 VIVIAN ST","6800 VIVIAN ST , Vancouver, BC, Canada",49.2216915,-123.0503154,2,49.2217966524114,-123.050038283991
"3536","Mischief Under $5000",2011,4,"600 W 7TH AVE","600 W 7TH AVE , Vancouver, BC, Canada",49.2648751,-123.1176327,2,49.2652716994943,-123.117133182696
"3537","Mischief Under $5000",2011,4,"5200 RUPERT ST","5200 RUPERT ST , Vancouver, BC, Canada",49.2374237,-123.0406711,2,49.2378082891163,-123.040321799838
"3538","Mischief Under $5000",2011,4,"2000 E GEORGIA ST","2000 E GEORGIA ST , Vancouver, BC, Canada",49.2782151,-123.0634598,2,49.2785338868775,-123.063082525182
"3539","Mischief Under $5000",2011,4,"200 E GEORGIA ST","200 E GEORGIA ST , Vancouver, BC, Canada",49.2783951,-123.0995238,2,49.2788692036684,-123.099153911315
"3540","Mischief Under $5000",2011,4,"3300 E 44TH AVE","3300 E 44TH AVE , Vancouver, BC, Canada",49.2299251,-123.0343493,2,49.2303023354239,-123.034191219465
"3541","Mischief Under $5000",2011,4,"1700 BALACLAVA ST","1700 BALACLAVA ST , Vancouver, BC, Canada",49.2709967,-123.1735951,2,49.2714638275732,-123.173460690499
"3542","Mischief Under $5000",2011,4,"100 E 11TH AVE","100 E 11TH AVE , Vancouver, BC, Canada",49.2610148,-123.1028085,2,49.2614160248265,-123.102344482855
"3543","Mischief Under $5000",2011,4,"5200 VICTORIA DR","5200 VICTORIA DR , Vancouver, BC, Canada",49.2373368,-123.065234,2,49.237683983981,-123.06482598816
"3544","Mischief Under $5000",2011,4,"CAMBIE ST / W BROADWAY AVE","CAMBIE ST / W BROADWAY AVE , Vancouver, BC, Canada",49.26332,-123.12072,2,49.263589528476,-123.120445124522
"3545","Mischief Under $5000",2011,4,"1700 DAVIE ST","1700 DAVIE ST , Vancouver, BC, Canada",49.2862037,-123.1404623,2,49.2864624849599,-123.140224086954
"3546","Mischief Under $5000",2011,4,"6200 ELLIOTT ST","6200 ELLIOTT ST , Vancouver, BC, Canada",49.227485,-123.0545551,2,49.2279785456328,-123.05432258335
"3547","Mischief Under $5000",2011,4,"1300 E 45TH AVE","1300 E 45TH AVE , Vancouver, BC, Canada",49.2289551,-123.079646,2,49.2291874021449,-123.079348132628
"3548","Mischief Under $5000",2011,4,"7400 ROSS ST","7400 ROSS ST , Vancouver, BC, Canada",49.217144,-123.0828745,2,49.2175116932284,-123.082731596858
"3549","Mischief Under $5000",2011,4,"6700 ALBERTA ST","6700 ALBERTA ST , Vancouver, BC, Canada",49.224329,-123.1127624,2,49.2244808611673,-123.112331161459
"3550","Mischief Under $5000",2011,4,"DAVIE ST / HOWE ST","DAVIE ST / HOWE ST , Vancouver, BC, Canada",49.28139,-123.13274,2,49.2818603788646,-123.132242421482
"3551","Mischief Under $5000",2011,4,"2700 SKEENA ST","2700 SKEENA ST , Vancouver, BC, Canada",49.2599417,-123.0283751,2,49.2600455734424,-123.027939222027
"3552","Mischief Under $5000",2011,4,"600 E 44TH AVE","600 E 44TH AVE , Vancouver, BC, Canada",49.2300123,-123.0923902,2,49.230394622526,-123.092081859515
"3553","Mischief Under $5000",2011,4,"HAMILTON ST / ROBSON ST","HAMILTON ST / ROBSON ST , Vancouver, BC, Canada",49.28559,-123.12634,2,49.2859816417555,-123.126182469224
"3554","Mischief Under $5000",2011,4,"500 W 16TH AVE","500 W 16TH AVE , Vancouver, BC, Canada",49.2567951,-123.115485,2,49.2570128826255,-123.115177265348
"3555","Mischief Under $5000",2011,4,"6300 SOPHIA ST","6300 SOPHIA ST , Vancouver, BC, Canada",49.2274143,-123.0992651,2,49.2277658220784,-123.098978321827
"3556","Mischief Under $5000",2011,4,"ABBOTT ST / PACIFIC BLVD","ABBOTT ST / PACIFIC BLVD , Vancouver, BC, Canada",49.27621,-123.11018,2,49.2765873310132,-123.109704569729
"3557","Mischief Under $5000",2011,4,"6800 SHERBROOKE ST","6800 SHERBROOKE ST , Vancouver, BC, Canada",49.2226268,-123.0813055,2,49.2227666240711,-123.081149093242
"3558","Mischief Under $5000",2011,4,"GRANVILLE ST / ROBSON ST","GRANVILLE ST / ROBSON ST , Vancouver, BC, Canada",49.28559,-123.12634,2,49.2860376813551,-123.125942282748
"3559","Mischief Under $5000",2011,4,"600 W 17TH AVE","600 W 17TH AVE , Vancouver, BC, Canada",49.2559651,-123.1183105,2,49.2563709724314,-123.117920499054
"3560","Mischief Under $5000",2011,4,"700 E GEORGIA ST","700 E GEORGIA ST , Vancouver, BC, Canada",49.2782251,-123.0893406,2,49.2785871465418,-123.089107419938
"3561","Mischief Under $5000",2011,4,"300 W GEORGIA ST","300 W GEORGIA ST , Vancouver, BC, Canada",49.28008,-123.11534,2,49.2801866668672,-123.115045994559
"3562","Mischief Under $5000",2011,4,"700 E HASTINGS ST","700 E HASTINGS ST , Vancouver, BC, Canada",49.2810045,-123.0892525,2,49.2813756967395,-123.089054443555
"3563","Mischief Under $5000",2011,4,"1300 MAIN ST","1300 MAIN ST , Vancouver, BC, Canada",49.2732211,-123.0998751,2,49.2734455639735,-123.099475274536
"3564","Mischief Under $5000",2011,4,"E 41ST AVE / VICTORIA DR","E 41ST AVE / VICTORIA DR , Vancouver, BC, Canada",49.23263,-123.06796,2,49.2330903791893,-123.067777953523
"3565","Mischief Under $5000",2011,4,"5900 ROSS ST","5900 ROSS ST , Vancouver, BC, Canada",49.2307666,-123.0823944,2,49.231199784511,-123.081955698251
"3566","Mischief Under $5000",2011,4,"CLARK DR / E 1ST AVE","CLARK DR / E 1ST AVE , Vancouver, BC, Canada",49.28288,-123.07709,2,49.2832078545476,-123.076867225508
"3567","Mischief Under $5000",2011,4,"900 GRANVILLE ST","900 GRANVILLE ST , Vancouver, BC, Canada",49.2800688,-123.1215138,2,49.2803997257409,-123.121065099521
"3568","Mischief Under $5000",2011,4,"2200 E 7TH AVE","2200 E 7TH AVE , Vancouver, BC, Canada",49.2640097,-123.0598736,2,49.264297216718,-123.059640353384
"3569","Mischief Under $5000",2011,4,"E 12TH AVE / SOPHIA ST","E 12TH AVE / SOPHIA ST , Vancouver, BC, Canada",49.25904,-123.09835,2,49.259269835381,-123.098056179546
"3570","Mischief Under $5000",2011,4,"ASH ST / W 14TH AVE","ASH ST / W 14TH AVE , Vancouver, BC, Canada",49.25916,-123.15281,2,49.2592661191774,-123.152413219707
"3571","Mischief Under $5000",2011,4,"3600 VANNESS AVE","3600 VANNESS AVE , Vancouver, BC, Canada",49.2361149,-123.027638,2,49.2365687071753,-123.027159838304
"3572","Mischief Under $5000",2011,4,"3500 W BROADWAY AVE","3500 W BROADWAY AVE , Vancouver, BC, Canada",49.2641751,-123.1820233,2,49.2643067367518,-123.181734983897
"3573","Mischief Under $5000",2011,4,"1700 E 55TH AVE","1700 E 55TH AVE , Vancouver, BC, Canada",49.2198251,-123.0716992,2,49.2201437823205,-123.071285394987
"3574","Mischief Under $5000",2011,4,"100 E 8TH AVE","100 E 8TH AVE , Vancouver, BC, Canada",49.2635847,-123.1026858,2,49.2640167239943,-123.102233903675
"3575","Mischief Under $5000",2011,4,"KEEFER ST / MAIN ST","KEEFER ST / MAIN ST , Vancouver, BC, Canada",49.22939,-123.10152,2,49.2296210876383,-123.101200912397
"3576","Mischief Under $5000",2011,4,"100 SE MARINE DR","100 SE MARINE DR , Vancouver, BC, Canada",49.2117763,-123.1048353,2,49.2121505677498,-123.104377954773
"3577","Mischief Under $5000",2011,4,"8200 ST GEORGE ST","8200 ST GEORGE ST , Vancouver, BC, Canada",49.210882,-123.0937951,2,49.2112097481432,-123.093668958659
"3578","Mischief Under $5000",2011,4,"7900 GRANVILLE ST","7900 GRANVILLE ST , Vancouver, BC, Canada",49.2140164,-123.1401158,2,49.2141837963537,-123.139906829729
"3579","Mischief Under $5000",2011,4,"3600 E 27TH AVE","3600 E 27TH AVE , Vancouver, BC, Canada",49.2460851,-123.0260189,2,49.246230689829,-123.025716604168
"3580","Mischief Under $5000",2011,4,"1400 RICHARDS ST","1400 RICHARDS ST , Vancouver, BC, Canada",49.2735095,-123.1276064,2,49.2736976521167,-123.127441825079
"3581","Mischief Under $5000",2011,4,"1600 E 41ST AVE","1600 E 41ST AVE , Vancouver, BC, Canada",49.2325449,-123.0726029,2,49.2328491386914,-123.072196459183
"3582","Mischief Under $5000",2011,4,"E 41ST AVE / VICTORIA DR","E 41ST AVE / VICTORIA DR , Vancouver, BC, Canada",49.23263,-123.06796,2,49.232782464585,-123.067816663657
"3583","Mischief Under $5000",2011,4,"1200 W 45TH AVE","1200 W 45TH AVE , Vancouver, BC, Canada",49.2303051,-123.133614,2,49.2304819871139,-123.133372675415
"3584","Mischief Under $5000",2011,4,"8400 ONTARIO ST","8400 ONTARIO ST , Vancouver, BC, Canada",49.2074451,-123.1065857,2,49.2077501663308,-123.106233169648
"3585","Mischief Under $5000",2011,4,"CULLODEN ST / E 39TH AVE","CULLODEN ST / E 39TH AVE , Vancouver, BC, Canada",49.24242,-123.07891,2,49.2425449205358,-123.078809675896
"3586","Mischief Under $5000",2011,4,"400 E 21ST AVE","400 E 21ST AVE , Vancouver, BC, Canada",49.2518847,-123.0963946,2,49.2520901785057,-123.095957406112
"3587","Mischief Under $5000",2011,4,"900 W 13TH AVE","900 W 13TH AVE , Vancouver, BC, Canada",49.2595051,-123.124472,2,49.2597540797457,-123.124206859444
"3588","Mischief Under $5000",2011,4,"500 DUNSMUIR ST","500 DUNSMUIR ST , Vancouver, BC, Canada",49.28229,-123.11511,2,49.2826115649854,-123.114776043954
"3589","Mischief Under $5000",2011,4,"900 COOPERAGE WAY","900 COOPERAGE WAY , Vancouver, BC, Canada",49.2742931,-123.1126708,2,49.2744486807721,-123.112345094953
"3590","Mischief Under $5000",2011,4,"1600 KITCHENER ST","1600 KITCHENER ST , Vancouver, BC, Canada",49.2719847,-123.0712897,2,49.2723724322012,-123.071185242704
"3591","Mischief Under $5000",2011,4,"1300 W 73RD AVE","1300 W 73RD AVE , Vancouver, BC, Canada",49.20407,-123.13521,2,49.2044652701182,-123.135027880137
"3592","Mischief Under $5000",2011,4,"2100 W 51ST AVE","2100 W 51ST AVE , Vancouver, BC, Canada",49.2248552,-123.1554673,2,49.2251792346752,-123.155086057935
"3593","Mischief Under $5000",2011,4,"1200 MAIN ST","1200 MAIN ST , Vancouver, BC, Canada",49.2741321,-123.0997557,2,49.2744498040115,-123.099436355775
"3594","Mischief Under $5000",2011,4,"100 E 10TH AVE","100 E 10TH AVE , Vancouver, BC, Canada",49.2619348,-123.1027574,2,49.2621363707594,-123.102606132441
"3595","Mischief Under $5000",2011,4,"E 47TH AVE / MAIN ST","E 47TH AVE / MAIN ST , Vancouver, BC, Canada",49.22751,-123.09483,2,49.2280031349071,-123.094576541604
"3596","Mischief Under $5000",2011,4,"400 CARRALL ST","400 CARRALL ST , Vancouver, BC, Canada",49.2813654,-123.1042351,2,49.2815912240073,-123.104065881057
"3597","Mischief Under $5000",2011,4,"ALBERTA ST / W 3RD AVE","ALBERTA ST / W 3RD AVE , Vancouver, BC, Canada",49.21737,-123.11329,2,49.2174818385626,-123.113023885551
"3598","Mischief Under $5000",2011,4,"100 E CORDOVA ST","100 E CORDOVA ST , Vancouver, BC, Canada",49.28207,-123.10198,2,49.2822431301397,-123.101683381372
"3599","Mischief Under $5000",2011,4,"1000 E 59TH AVE","1000 E 59TH AVE , Vancouver, BC, Canada",49.21564,-123.0843,2,49.2157643135005,-123.083852270178
"3600","Mischief Under $5000",2011,4,"E 54TH AVE / MAIN ST","E 54TH AVE / MAIN ST , Vancouver, BC, Canada",49.22019,-123.04151,2,49.2203987763972,-123.041130088821
"3601","Mischief Under $5000",2011,4,"1400 COMMERCIAL DR","1400 COMMERCIAL DR , Vancouver, BC, Canada",49.2719491,-123.0694551,2,49.272138299,-123.068970121994
"3602","Mischief Under $5000",2011,4,"COMMERCIAL DR / KITCHENER ST","COMMERCIAL DR / KITCHENER ST , Vancouver, BC, Canada",49.27206,-123.06625,2,49.2722852597294,-123.065975243611
"3603","Mischief Under $5000",2011,4,"2800 CHEYENNE AVE","2800 CHEYENNE AVE , Vancouver, BC, Canada",49.2409381,-123.0477271,2,49.2412402964055,-123.047304823854
"3604","Mischief Under $5000",2011,4,"300 E 59TH AVE","300 E 59TH AVE , Vancouver, BC, Canada",49.2165495,-123.0998936,2,49.216772435257,-123.099745116061
"3605","Mischief Under $5000",2011,4,"E 18TH AVE / MAIN ST","E 18TH AVE / MAIN ST , Vancouver, BC, Canada",49.25437,-123.07207,2,49.2548067624762,-123.071875325282
"3606","Mischief Under $5000",2011,4,"400 E HASTINGS ST","400 E HASTINGS ST , Vancouver, BC, Canada",49.2811047,-123.0951412,2,49.2815540948655,-123.094726321384
"3607","Mischief Under $5000",2011,4,"300 WATER ST","300 WATER ST , Vancouver, BC, Canada",49.2842264,-123.1090181,2,49.2844980426754,-123.108813275507
"3608","Mischief Under $5000",2011,4,"700 BUTE ST","700 BUTE ST , Vancouver, BC, Canada",49.2868718,-123.1254264,2,49.2870426595532,-123.125209925864
"3609","Mischief Under $5000",2011,4,"1000 GRANVILLE ST","1000 GRANVILLE ST , Vancouver, BC, Canada",49.2790092,-123.1231334,2,49.2793535721433,-123.122889339441
"3610","Mischief Under $5000",2011,4,"100 KEEFER ST","100 KEEFER ST , Vancouver, BC, Canada",49.279187,-123.1019665,2,49.2792915798441,-123.101854188984
"3611","Mischief Under $5000",2011,4,"3600 E HASTINGS ST","3600 E HASTINGS ST , Vancouver, BC, Canada",49.28085,-123.02527,2,49.2810940655806,-123.024792739597
"3612","Mischief Under $5000",2011,4,"COMMERCIAL DR / FRANCES ST","COMMERCIAL DR / FRANCES ST , Vancouver, BC, Canada",49.27944,-123.07137,2,49.2797184187591,-123.071122588935
"3614","Mischief Under $5000",2011,4,"1300 ROBSON ST","1300 ROBSON ST , Vancouver, BC, Canada",49.28707,-123.12925,2,49.2871730972634,-123.129039830622
"3615","Mischief Under $5000",2011,4,"SEYMOUR ST / W PENDER ST","SEYMOUR ST / W PENDER ST , Vancouver, BC, Canada",49.2808,-123.10597,2,49.2812380054923,-123.105854095012
"3616","Mischief Under $5000",2011,4,"1200 BUTE ST","1200 BUTE ST , Vancouver, BC, Canada",49.2815548,-123.1334774,2,49.2819267635448,-123.133372294699
"3617","Mischief Under $5000",2011,4,"5300 CLARENDON ST","5300 CLARENDON ST , Vancouver, BC, Canada",49.2364978,-123.0553351,2,49.2369273049077,-123.054948231869
"3618","Mischief Under $5000",2011,4,"2300 W 4TH AVE","2300 W 4TH AVE , Vancouver, BC, Canada",49.2680651,-123.1576178,2,49.2682980141544,-123.157389742218
"3619","Mischief Under $5000",2011,4,"700 W 61ST AVE","700 W 61ST AVE , Vancouver, BC, Canada",49.2150051,-123.1202631,2,49.2151789277161,-123.119810637298
"3620","Mischief Under $5000",2011,4,"2300 DUNDAS ST","2300 DUNDAS ST , Vancouver, BC, Canada",49.2846751,-123.0574793,2,49.285000390555,-123.057043082075
"3621","Mischief Under $5000",2011,4,"2900 W 29TH AVE","2900 W 29TH AVE , Vancouver, BC, Canada",49.2459851,-123.1704215,2,49.246341926576,-123.170090299076
"3622","Mischief Under $5000",2011,4,"4100 KNIGHT ST","4100 KNIGHT ST , Vancouver, BC, Canada",49.248525,-123.0759851,2,49.2487816782651,-123.075724799407
"3623","Mischief Under $5000",2011,4,"3800 W 27TH AVE","3800 W 27TH AVE , Vancouver, BC, Canada",49.2479851,-123.1880533,2,49.2481146394625,-123.187648234499
"3624","Mischief Under $5000",2011,4,"3000 W 7TH AVE","3000 W 7TH AVE , Vancouver, BC, Canada",49.2656996,-123.1721828,2,49.2659375671213,-123.171741286297
"3625","Mischief Under $5000",2011,4,"900 W GEORGIA ST","900 W GEORGIA ST , Vancouver, BC, Canada",49.28372,-123.12111,2,49.2840902244545,-123.120717290406
"3626","Mischief Under $5000",2011,4,"300 W 19TH AVE","300 W 19TH AVE , Vancouver, BC, Canada",49.2537893,-123.1111856,2,49.254230716566,-123.11101111605
"3627","Mischief Under $5000",2011,4,"HEMLOCK ST / W 14TH AVE","HEMLOCK ST / W 14TH AVE , Vancouver, BC, Canada",49.2628,-123.13614,2,49.2632202476575,-123.135827480123
"3628","Mischief Under $5000",2011,4,"1900 E 19TH AVE","1900 E 19TH AVE , Vancouver, BC, Canada",49.253948,-123.0659077,2,49.2544291025373,-123.065742580523
"3629","Mischief Under $5000",2011,4,"800 SEYMOUR ST","800 SEYMOUR ST , Vancouver, BC, Canada",49.2804991,-123.1189233,2,49.2809163392245,-123.118787471564
"3630","Mischief Under $5000",2011,4,"600 GRANVILLE ST","600 GRANVILLE ST , Vancouver, BC, Canada",49.2833707,-123.1165078,2,49.2837794276052,-123.116207771114
"3631","Mischief Under $5000",2011,4,"1500 MAIN ST","1500 MAIN ST , Vancouver, BC, Canada",49.2722,-123.09969,2,49.2723172033915,-123.099448939904
"3632","Mischief Under $5000",2011,4,"1300 W 14TH AVE","1300 W 14TH AVE , Vancouver, BC, Canada",49.2587151,-123.1341021,2,49.2591972540577,-123.133813675855
"3633","Mischief Under $5000",2011,4,"7400 MUIRFIELD DR","7400 MUIRFIELD DR , Vancouver, BC, Canada",49.216806,-123.054846,2,49.2173056820697,-123.054544033925
"3634","Mischief Under $5000",2011,4,"1100 NANTON AVE","1100 NANTON AVE , Vancouver, BC, Canada",49.2462251,-123.1301533,2,49.2465567403667,-123.129807119975
"3635","Mischief Under $5000",2011,4,"1300 JERVIS ST","1300 JERVIS ST , Vancouver, BC, Canada",49.2818553,-123.136089,2,49.2820962420653,-123.135750842904
"3636","Mischief Under $5000",2011,4,"500 E BROADWAY AVE","500 E BROADWAY AVE , Vancouver, BC, Canada",49.2623449,-123.0927405,2,49.262534771214,-123.092595475388
"3637","Mischief Under $5000",2011,4,"LARCH ST / W 47TH AVE","LARCH ST / W 47TH AVE , Vancouver, BC, Canada",49.22934,-123.18376,2,49.2294958696377,-123.183374493062
"3638","Mischief Under $5000",2011,4,"3300 RUPERT ST","3300 RUPERT ST , Vancouver, BC, Canada",49.2545408,-123.0336151,2,49.2548095301845,-123.033236530668
"3639","Mischief Under $5000",2011,4,"3600 VANNESS AVE","3600 VANNESS AVE , Vancouver, BC, Canada",49.2361149,-123.027638,2,49.2365336414275,-123.027254643422
"3640","Mischief Under $5000",2011,4,"DAVIE ST / THURLOW ST","DAVIE ST / THURLOW ST , Vancouver, BC, Canada",49.28164,-123.12931,2,49.2821130619908,-123.128925592915
"3641","Mischief Under $5000",2011,4,"700 BROUGHTON ST","700 BROUGHTON ST , Vancouver, BC, Canada",49.2886744,-123.1285054,2,49.289135952967,-123.128234847001
"3642","Mischief Under $5000",2011,4,"900 DENMAN ST","900 DENMAN ST , Vancouver, BC, Canada",49.2901389,-123.1371853,2,49.2904068535975,-123.136757764933
"3643","Mischief Under $5000",2011,4,"4300 QUESNEL DR","4300 QUESNEL DR , Vancouver, BC, Canada",49.2479902,-123.1700198,2,49.2483943985856,-123.169562862908
"3644","Mischief Under $5000",2011,4,"6200 ANGUS DR","6200 ANGUS DR , Vancouver, BC, Canada",49.2297482,-123.1475829,2,49.2300931212416,-123.147201298951
"3645","Mischief Under $5000",2011,4,"4800 FLEMING ST","4800 FLEMING ST , Vancouver, BC, Canada",49.2414871,-123.0719732,2,49.2416585444677,-123.071677966848
"3646","Mischief Under $5000",2011,4,"2900 E 1ST AVE","2900 E 1ST AVE , Vancouver, BC, Canada",49.2692651,-123.043963,2,49.2694617963474,-123.043608327711
"3647","Mischief Under $5000",2011,4,"2200 BONNYVALE AVE","2200 BONNYVALE AVE , Vancouver, BC, Canada",49.2169747,-123.0617551,2,49.2171317998342,-123.061530104026
"3648","Mischief Under $5000",2011,4,"3400 MCINTYRE DR","3400 MCINTYRE DR , Vancouver, BC, Canada",49.2192456,-123.0314925,2,49.2196687308289,-123.031199304296
"3649","Mischief Under $5000",2011,4,"100 E HASTINGS ST","100 E HASTINGS ST , Vancouver, BC, Canada",49.2812718,-123.1021792,2,49.281512029018,-123.102010856321
"3650","Mischief Under $5000",2011,4,"2600 W 4TH AVE","2600 W 4TH AVE , Vancouver, BC, Canada",49.2681851,-123.1647217,2,49.2684602222922,-123.164222501078
"3651","Mischief Under $5000",2011,4,"2100 LILLOOET ST","2100 LILLOOET ST , Vancouver, BC, Canada",49.265595,-123.0387939,2,49.2657808349053,-123.038485390122
"3652","Mischief Under $5000",2011,4,"1300 CARTWRIGHT ST","1300 CARTWRIGHT ST , Vancouver, BC, Canada",49.2696194,-123.1336109,2,49.2698511201571,-123.133293008494
"3653","Mischief Under $5000",2011,4,"600 SMITHE ST","600 SMITHE ST , Vancouver, BC, Canada",49.2796551,-123.1206474,2,49.2800901872413,-123.12043706353
"3654","Mischief Under $5000",2011,4,"800 E 26TH AVE","800 E 26TH AVE , Vancouver, BC, Canada",49.2474347,-123.0876091,2,49.2476547387528,-123.08750029484
"3655","Mischief Under $5000",2011,4,"300 COLUMBIA ST","300 COLUMBIA ST , Vancouver, BC, Canada",49.2821705,-123.1020045,2,49.2825158803994,-123.101600021939
"3656","Mischief Under $5000",2011,4,"DUMFRIES ST / E 41ST AVE","DUMFRIES ST / E 41ST AVE , Vancouver, BC, Canada",49.23293,-123.09136,2,49.2332750483181,-123.091186399048
"3657","Mischief Under $5000",2011,4,"5900 FRASER ST","5900 FRASER ST , Vancouver, BC, Canada",49.2308949,-123.0904337,2,49.2310857175404,-123.090318003025
"3658","Mischief Under $5000",2011,4,"5500 WALLACE ST","5500 WALLACE ST , Vancouver, BC, Canada",49.2363173,-123.1907433,2,49.2367864693643,-123.190627452527
"3659","Mischief Under $5000",2011,4,"CARRALL ST / E0PO BLVD","CARRALL ST / E0PO BLVD , Vancouver, BC, Canada",49.27929,-123.10441,2,49.2797169743774,-123.10430837456
"3660","Mischief Under $5000",2011,4,"ARBUTUS RDGE","ARBUTUS RDGE , Vancouver, BC, Canada",49.24937,-123.16534,2,49.2496575263722,-123.165222613512
"3661","Mischief Under $5000",2011,4,"3500 W 47TH AVE","3500 W 47TH AVE , Vancouver, BC, Canada",49.2291851,-123.182262,2,49.2293726831008,-123.181793595157
"3662","Mischief Under $5000",2011,4,"6400 COLLINGWOOD ST","6400 COLLINGWOOD ST , Vancouver, BC, Canada",49.2285879,-123.1820251,2,49.2290297396097,-123.181891447773
"3663","Mischief Under $5000",2011,4,"400 E KENT N AVE","400 E KENT N AVE , Vancouver, BC, Canada",49.207714,-123.0986796,2,49.2078677390961,-123.098525578947
"3664","Mischief Under $5000",2011,4,"700 E BROADWAY AVE","700 E BROADWAY AVE , Vancouver, BC, Canada",49.2623351,-123.0889498,2,49.2628108831857,-123.08884801139
"3665","Mischief Under $5000",2011,4,"2000 E 40TH AVE","2000 E 40TH AVE , Vancouver, BC, Canada",49.2338151,-123.0653098,2,49.2341351604369,-123.064865785888
"3666","Mischief Under $5000",2011,4,"500 E 41ST AVE","500 E 41ST AVE , Vancouver, BC, Canada",49.2328439,-123.0944229,2,49.2330337025869,-123.094125286091
"3667","Mischief Under $5000",2011,4,"BEATTY ST / W PENDER ST","BEATTY ST / W PENDER ST , Vancouver, BC, Canada",49.2808,-123.10597,2,49.281120872243,-123.105628504733
"3668","Mischief Under $5000",2011,4,"4100 SIDNEY ST","4100 SIDNEY ST , Vancouver, BC, Canada",49.2484217,-123.0625651,2,49.2487283148747,-123.062423206371
"3669","Mischief Under $5000",2011,4,"800 E 26TH AVE","800 E 26TH AVE , Vancouver, BC, Canada",49.2474347,-123.0876091,2,49.2478524883213,-123.087184428577
"3670","Mischief Under $5000",2011,4,"6200 FRASER ST","6200 FRASER ST , Vancouver, BC, Canada",49.2281942,-123.0904838,2,49.2284229724274,-123.090016423806
"3671","Mischief Under $5000",2011,4,"100 W HASTINGS ST","100 W HASTINGS ST , Vancouver, BC, Canada",49.2818961,-123.1074143,2,49.2820472137322,-123.107099735412
"3672","Mischief Under $5000",2011,4,"1000 JERVIS ST","1000 JERVIS ST , Vancouver, BC, Canada",49.2846861,-123.131825,2,49.2850540355907,-123.131663536949
"3673","Mischief Under $5000",2011,4,"200 E 1ST AVE","200 E 1ST AVE , Vancouver, BC, Canada",49.269971,-123.1004263,2,49.2702781083304,-123.100206193972
"3674","Mischief Under $5000",2011,4,"CAMBIE ST / W 45TH AVE","CAMBIE ST / W 45TH AVE , Vancouver, BC, Canada",49.27913,-123.11359,2,49.2795146053319,-123.113262516769
"3675","Mischief Under $5000",2011,4,"4100 NANAIMO ST","4100 NANAIMO ST , Vancouver, BC, Canada",49.2475894,-123.0565051,2,49.2477738330044,-123.056060531474
"3676","Mischief Under $5000",2011,4,"200 E HASTINGS ST","200 E HASTINGS ST , Vancouver, BC, Canada",49.2811945,-123.0994298,2,49.2814434455692,-123.098949893475
"3677","Mischief Under $5000",2011,4,"3600 E HASTINGS ST","3600 E HASTINGS ST , Vancouver, BC, Canada",49.28085,-123.02527,2,49.2810396664757,-123.024822170447
"3678","Mischief Under $5000",2011,4,"4600 W 6TH AVE","4600 W 6TH AVE , Vancouver, BC, Canada",49.2672051,-123.2121917,2,49.2676344060776,-123.211780695142
"3679","Mischief Under $5000",2011,4,"400 W 27TH AVE","400 W 27TH AVE , Vancouver, BC, Canada",49.2468351,-123.1124928,2,49.2472247191046,-123.112384133592
"3680","Mischief Under $5000",2011,4,"2300 VINE ST","2300 VINE ST , Vancouver, BC, Canada",49.2655042,-123.1573653,2,49.2656103848304,-123.15713939233
"3681","Mischief Under $5000",2011,4,"2600 E 2ND AVE","2600 E 2ND AVE , Vancouver, BC, Canada",49.2683751,-123.0519093,2,49.2685632837213,-123.051526551944
"3682","Mischief Under $5000",2011,4,"800 CAMBIE ST","800 CAMBIE ST , Vancouver, BC, Canada",49.2779797,-123.1150193,2,49.2783523551262,-123.114796601889
"3683","Mischief Under $5000",2011,4,"1000 E 59TH AVE","1000 E 59TH AVE , Vancouver, BC, Canada",49.21564,-123.0843,2,49.2160167045438,-123.083858390326
"3684","Mischief Under $5000",2011,4,"2700 GUELPH ST","2700 GUELPH ST , Vancouver, BC, Canada",49.2605171,-123.0948351,2,49.2608045343216,-123.094469522574
"3685","Mischief Under $5000",2011,4,"BAYSWATER ST / POINT GREY RD","BAYSWATER ST / POINT GREY RD , Vancouver, BC, Canada",49.26762,-123.1711,2,49.2678577296086,-123.170819096908
"3686","Mischief Under $5000",2011,4,"E 38TH AVE / MAIN ST","E 38TH AVE / MAIN ST , Vancouver, BC, Canada",49.23592,-123.06213,2,49.236349813854,-123.061848061752
"3687","Mischief Under $5000",2011,4,"3000 MAIN ST","3000 MAIN ST , Vancouver, BC, Canada",49.258261,-123.100944,2,49.258585554744,-123.100538240162
"3688","Mischief Under $5000",2011,4,"900 E 45TH AVE","900 E 45TH AVE , Vancouver, BC, Canada",49.2290451,-123.086281,2,49.2295355569299,-123.08600685845
"3689","Mischief Under $5000",2011,4,"4500 SIDNEY ST","4500 SIDNEY ST , Vancouver, BC, Canada",49.2447751,-123.0630328,2,49.2449883147978,-123.062675256848
"3690","Mischief Under $5000",2011,4,"1000 MAIN ST","1000 MAIN ST , Vancouver, BC, Canada",49.2754126,-123.0997038,2,49.2756144352347,-123.099214487602
"3691","Mischief Under $5000",2011,4,"1000 DENMAN ST","1000 DENMAN ST , Vancouver, BC, Canada",49.2890953,-123.138774,2,49.289490521056,-123.138435350802
