"","TYPE","YEAR","MONTH","HUNDRED_BLOCK","h_block","full_address","lat","lon"
"5492","Mischief Under $5000",2014,5,"7XX W GEORGIA ST","700 W GEORGIA ST","700 W GEORGIA ST Vancouver, BC, Canada",49.28276,-123.11871
"5493","Mischief Under $5000",2014,5,"1XX E PENDER ST","100 E PENDER ST","100 E PENDER ST Vancouver, BC, Canada",49.28017,-123.10214
"5494","Mischief Under $5000",2014,5,"7XX E BROADWAY AVE","700 E BROADWAY AVE","700 E BROADWAY AVE Vancouver, BC, Canada",49.2623351,-123.0889498
"5495","Mischief Under $5000",2014,5,"12XX MELVILLE ST","1200 MELVILLE ST","1200 MELVILLE ST Vancouver, BC, Canada",49.2878266,-123.124373
"5496","Mischief Under $5000",2014,5,"HAMILTON ST / SMITHE ST","HAMILTON ST / SMITHE ST","HAMILTON ST / SMITHE ST Vancouver, BC, Canada",49.28259,-123.12488
"5497","Mischief Under $5000",2014,5,"43XX W 10TH AVE","4300 W 10TH AVE","4300 W 10TH AVE Vancouver, BC, Canada",49.2636151,-123.2032222
"5498","Mischief Under $5000",2014,5,"5XX BEACH CRES","500 BEACH CRES","500 BEACH CRES Vancouver, BC, Canada",49.2731058,-123.1285713
"5499","Mischief Under $5000",2014,5,"MAIN ST / TERMINAL AVE","MAIN ST / TERMINAL AVE","MAIN ST / TERMINAL AVE Vancouver, BC, Canada",49.27293,-123.10091
"5500","Mischief Under $5000",2014,5,"11XX HOWE ST","1100 HOWE ST","1100 HOWE ST Vancouver, BC, Canada",49.278619,-123.1257033
"5501","Mischief Under $5000",2014,5,"12XX NICOLA ST","1200 NICOLA ST","1200 NICOLA ST Vancouver, BC, Canada",49.2842293,-123.137608
"5502","Mischief Under $5000",2014,5,"9XX HORNBY ST","900 HORNBY ST","900 HORNBY ST Vancouver, BC, Canada",49.2813167,-123.1234445
"5503","Mischief Under $5000",2014,5,"29XX W 27TH AVE","2900 W 27TH AVE","2900 W 27TH AVE Vancouver, BC, Canada",49.2479233,-123.1707237
"5504","Mischief Under $5000",2014,5,"5XX W HASTINGS ST","500 W HASTINGS ST","500 W HASTINGS ST Vancouver, BC, Canada",49.2840058,-123.11209
"5505","Mischief Under $5000",2014,5,"THURLOW ST / W CORDOVA ST","THURLOW ST / W CORDOVA ST","THURLOW ST / W CORDOVA ST Vancouver, BC, Canada",49.28164,-123.12931
"5506","Mischief Under $5000",2014,5,"3XX E 55TH AVE","300 E 55TH AVE","300 E 55TH AVE Vancouver, BC, Canada",49.2199745,-123.0994888
"5507","Mischief Under $5000",2014,5,"2XX BURRARD ST","200 BURRARD ST","200 BURRARD ST Vancouver, BC, Canada",49.28768,-123.11517
"5508","Mischief Under $5000",2014,5,"21XX SCOTIA ST","2100 SCOTIA ST","2100 SCOTIA ST Vancouver, BC, Canada",49.2662647,-123.0985955
"5509","Mischief Under $5000",2014,5,"9XX E 33RD AVE","900 E 33RD AVE","900 E 33RD AVE Vancouver, BC, Canada",49.2401351,-123.0854897
"5510","Mischief Under $5000",2014,5,"32XX MAIN ST","3200 MAIN ST","3200 MAIN ST Vancouver, BC, Canada",49.2564476,-123.1010344
"5511","Mischief Under $5000",2014,5,"20XX HARRISON DR","2000 HARRISON DR","2000 HARRISON DR Vancouver, BC, Canada",49.2104902,-123.0657909
"5512","Mischief Under $5000",2014,5,"E 10TH AVE / RENFREW ST","E 10TH AVE / RENFREW ST","E 10TH AVE / RENFREW ST Vancouver, BC, Canada",49.26108,-123.05481
"5513","Mischief Under $5000",2014,5,"30XX WILLOW ST","3000 WILLOW ST","3000 WILLOW ST Vancouver, BC, Canada",49.2584779,-123.1218651
"5514","Mischief Under $5000",2014,5,"9XX W BROADWAY AVE","900 W BROADWAY AVE","900 W BROADWAY AVE Vancouver, BC, Canada",49.2632551,-123.1244116
"5515","Mischief Under $5000",2014,5,"16XX FRANCES ST","1600 FRANCES ST","1600 FRANCES ST Vancouver, BC, Canada",49.2793051,-123.0724138
"5516","Mischief Under $5000",2014,5,"59XX OAK ST","5900 OAK ST","5900 OAK ST Vancouver, BC, Canada",49.2319863,-123.1279444
"5517","Mischief Under $5000",2014,5,"4XX GORE AVE","400 GORE AVE","400 GORE AVE Vancouver, BC, Canada",49.2811647,-123.0972458
"5518","Mischief Under $5000",2014,5,"GRANDVIEW HWY / NATAL ST","GRANDVIEW HWY / NATAL ST","GRANDVIEW HWY / NATAL ST Vancouver, BC, Canada",49.25817,-123.03593
"5519","Mischief Under $5000",2014,5,"1XX E HASTINGS ST","100 E HASTINGS ST","100 E HASTINGS ST Vancouver, BC, Canada",49.2812718,-123.1021792
"5520","Mischief Under $5000",2014,5,"8XX W 23RD AVE","800 W 23RD AVE","800 W 23RD AVE Vancouver, BC, Canada",49.2505951,-123.1224526
"5521","Mischief Under $5000",2014,5,"1XX W CORDOVA ST","100 W CORDOVA ST","100 W CORDOVA ST Vancouver, BC, Canada",49.2828258,-123.1070009
"5522","Mischief Under $5000",2014,5,"DUNLEVY AVE / E CORDOVA ST","DUNLEVY AVE / E CORDOVA ST","DUNLEVY AVE / E CORDOVA ST Vancouver, BC, Canada",49.28215,-123.09175
"5523","Mischief Under $5000",2014,5,"STEPHENS ST / W 15TH AVE","STEPHENS ST / W 15TH AVE","STEPHENS ST / W 15TH AVE Vancouver, BC, Canada",49.26036,-123.16635
"5524","Mischief Under $5000",2014,5,"1XX W CORDOVA ST","100 W CORDOVA ST","100 W CORDOVA ST Vancouver, BC, Canada",49.2828258,-123.1070009
"5525","Mischief Under $5000",2014,5,"32XX E 14TH AVE","3200 E 14TH AVE","3200 E 14TH AVE Vancouver, BC, Canada",49.2571347,-123.0363362
"5526","Mischief Under $5000",2014,5,"1XX E CORDOVA ST","100 E CORDOVA ST","100 E CORDOVA ST Vancouver, BC, Canada",49.28207,-123.10198
"5527","Mischief Under $5000",2014,5,"67XX VICTORIA DR","6700 VICTORIA DR","6700 VICTORIA DR Vancouver, BC, Canada",49.2230317,-123.0656751
"5528","Mischief Under $5000",2014,5,"22XX GRANVILLE ST","2200 GRANVILLE ST","2200 GRANVILLE ST Vancouver, BC, Canada",49.2660242,-123.1382652
"5529","Mischief Under $5000",2014,5,"34XX KINGSWAY AVE","3400 KINGSWAY AVE","3400 KINGSWAY AVE Vancouver, BC, Canada",49.2325298,-123.0330701
"5530","Mischief Under $5000",2014,5,"DUNSMUIR ST / HOMER ST","DUNSMUIR ST / HOMER ST","DUNSMUIR ST / HOMER ST Vancouver, BC, Canada",49.28172,-123.11352
"5531","Mischief Under $5000",2014,5,"57XX VICTORIA DR","5700 VICTORIA DR","5700 VICTORIA DR Vancouver, BC, Canada",49.2326233,-123.0654351
"5532","Mischief Under $5000",2014,5,"33XX E 54TH AVE","3300 E 54TH AVE","3300 E 54TH AVE Vancouver, BC, Canada",49.2200051,-123.0365898
"5533","Mischief Under $5000",2014,5,"9XX EXPO BLVD","900 EXPO BLVD","900 EXPO BLVD Vancouver, BC, Canada",49.2751854,-123.1152437
"5534","Mischief Under $5000",2014,5,"38XX W 41ST AVE","3800 W 41ST AVE","3800 W 41ST AVE Vancouver, BC, Canada",49.2346351,-123.1886048
"5535","Mischief Under $5000",2014,5,"7XX W BROADWAY AVE","700 W BROADWAY AVE","700 W BROADWAY AVE Vancouver, BC, Canada",49.26302,-123.12013
"5536","Mischief Under $5000",2014,5,"1XX E HASTINGS ST","100 E HASTINGS ST","100 E HASTINGS ST Vancouver, BC, Canada",49.2812718,-123.1021792
"5537","Mischief Under $5000",2014,5,"25XX E 7 AV","2500 E 7 AV","2500 E 7 AV Vancouver, BC, Canada",49.2638049,-123.0544772
"5538","Mischief Under $5000",2014,5,"35XX MAIN ST","3500 MAIN ST","3500 MAIN ST Vancouver, BC, Canada",49.2538086,-123.1006891
"5539","Mischief Under $5000",2014,5,"8XX KEEFER ST","800 KEEFER ST","800 KEEFER ST Vancouver, BC, Canada",49.27898,-123.08707
"5540","Mischief Under $5000",2014,5,"9XX E HASTINGS ST","900 E HASTINGS ST","900 E HASTINGS ST Vancouver, BC, Canada",49.2809147,-123.0845113
"5541","Mischief Under $5000",2014,5,"38XX W 4TH AVE","3800 W 4TH AVE","3800 W 4TH AVE Vancouver, BC, Canada",49.2685251,-123.1878814
"5542","Mischief Under $5000",2014,5,"34XX VALLEY DR","3400 VALLEY DR","3400 VALLEY DR Vancouver, BC, Canada",49.256335,-123.1638922
"5543","Mischief Under $5000",2014,5,"25XX E 20TH AVE","2500 E 20TH AVE","2500 E 20TH AVE Vancouver, BC, Canada",49.2522751,-123.0548666
"5544","Mischief Under $5000",2014,5,"87XX SELKIRK ST","8700 SELKIRK ST","8700 SELKIRK ST Vancouver, BC, Canada",49.2068463,-123.1332151
"5545","Mischief Under $5000",2014,5,"1XX E 6TH AVE","100 E 6TH AVE","100 E 6TH AVE Vancouver, BC, Canada",49.2654047,-123.1026241
"5546","Mischief Under $5000",2014,5,"1XX E 51ST AVE","100 E 51ST AVE","100 E 51ST AVE Vancouver, BC, Canada",49.2237048,-123.1036241
"5547","Mischief Under $5000",2014,5,"6XX W 16TH AVE","600 W 16TH AVE","600 W 16TH AVE Vancouver, BC, Canada",49.2568351,-123.1183023
"5548","Mischief Under $5000",2014,5,"35XX OXFORD ST","3500 OXFORD ST","3500 OXFORD ST Vancouver, BC, Canada",49.2855445,-123.0280476
"5549","Mischief Under $5000",2014,5,"2XX ABBOTT ST","200 ABBOTT ST","200 ABBOTT ST Vancouver, BC, Canada",49.2836689,-123.1062434
"5550","Mischief Under $5000",2014,5,"30XX POINT GREY RD","3000 POINT GREY RD","3000 POINT GREY RD Vancouver, BC, Canada",49.270977,-123.171906
"5551","Mischief Under $5000",2014,5,"18XX E 35TH AVE","1800 E 35TH AVE","1800 E 35TH AVE Vancouver, BC, Canada",49.2382846,-123.0682694
"5552","Mischief Under $5000",2014,5,"1XX SW MARINE DR","100 SW MARINE DR","100 SW MARINE DR Vancouver, BC, Canada",49.2122467,-123.10862
"5553","Mischief Under $5000",2014,5,"47XX KNIGHT ST","4700 KNIGHT ST","4700 KNIGHT ST Vancouver, BC, Canada",49.2429301,-123.0761241
"5554","Mischief Under $5000",2014,5,"1XX W 49TH AVE","100 W 49TH AVE","100 W 49TH AVE Vancouver, BC, Canada",49.2256751,-123.1085949
"5555","Mischief Under $5000",2014,5,"14XX QUEBEC ST","1400 QUEBEC ST","1400 QUEBEC ST Vancouver, BC, Canada",49.2736051,-123.1019349
"5556","Mischief Under $5000",2014,5,"8XX E CORDOVA ST","800 E CORDOVA ST","800 E CORDOVA ST Vancouver, BC, Canada",49.2819351,-123.0870799
"5557","Mischief Under $5000",2014,5,"35XX GRANDVIEW HWY","3500 GRANDVIEW HWY","3500 GRANDVIEW HWY Vancouver, BC, Canada",49.2580151,-123.0282996
"5558","Mischief Under $5000",2014,5,"10XX W GEORGIA ST","1000 W GEORGIA ST","1000 W GEORGIA ST Vancouver, BC, Canada",49.2843551,-123.1212978
"5559","Mischief Under $5000",2014,5,"18XX E HASTINGS ST","1800 E HASTINGS ST","1800 E HASTINGS ST Vancouver, BC, Canada",49.2810646,-123.0679732
"5560","Mischief Under $5000",2014,5,"HOMER ST / SMITHE ST","HOMER ST / SMITHE ST","HOMER ST / SMITHE ST Vancouver, BC, Canada",49.28259,-123.12488
"5561","Mischief Under $5000",2014,5,"13XX E PENDER ST","1300 E PENDER ST","1300 E PENDER ST Vancouver, BC, Canada",49.2802351,-123.0769086
"5562","Mischief Under $5000",2014,5,"9XX GRANVILLE ST","900 GRANVILLE ST","900 GRANVILLE ST Vancouver, BC, Canada",49.2800688,-123.1215138
"5563","Mischief Under $5000",2014,5,"8XX E CORDOVA ST","800 E CORDOVA ST","800 E CORDOVA ST Vancouver, BC, Canada",49.2819351,-123.0870799
"5564","Mischief Under $5000",2014,5,"34XX E HASTINGS ST","3400 E HASTINGS ST","3400 E HASTINGS ST Vancouver, BC, Canada",49.2809951,-123.0309499
"5565","Mischief Under $5000",2014,5,"48XX FANNIN AVE","4800 FANNIN AVE","4800 FANNIN AVE Vancouver, BC, Canada",49.2739075,-123.2207641
"5566","Mischief Under $5000",2014,5,"18XX WOODLAND DR","1800 WOODLAND DR","1800 WOODLAND DR Vancouver, BC, Canada",49.2685569,-123.0733951
"5567","Mischief Under $5000",2014,5,"17XX ALBERNI ST","1700 ALBERNI ST","1700 ALBERNI ST Vancouver, BC, Canada",49.2910418,-123.1328741
"5568","Mischief Under $5000",2014,5,"39XX W 36TH AVE","3900 W 36TH AVE","3900 W 36TH AVE Vancouver, BC, Canada",49.2394251,-123.1911618
"5569","Mischief Under $5000",2014,5,"14XX QUEBEC ST","1400 QUEBEC ST","1400 QUEBEC ST Vancouver, BC, Canada",49.2736051,-123.1019349
"5570","Mischief Under $5000",2014,5,"8XX GRANVILLE ST","800 GRANVILLE ST","800 GRANVILLE ST Vancouver, BC, Canada",49.2810599,-123.11969
"5571","Mischief Under $5000",2014,5,"24XX RENFREW ST","2400 RENFREW ST","2400 RENFREW ST Vancouver, BC, Canada",49.2628392,-123.0441551
"5572","Mischief Under $5000",2014,5,"66XX CULLODEN ST","6600 CULLODEN ST","6600 CULLODEN ST Vancouver, BC, Canada",49.2242896,-123.0784739
"5573","Mischief Under $5000",2014,5,"1XX ALEXANDER ST","100 ALEXANDER ST","100 ALEXANDER ST Vancouver, BC, Canada",49.2836762,-123.1019642
"5574","Mischief Under $5000",2014,5,"64XX PRINCE EDWARD ST","6400 PRINCE EDWARD ST","6400 PRINCE EDWARD ST Vancouver, BC, Canada",49.2265972,-123.0973551
"5575","Mischief Under $5000",2014,5,"BARCLAY ST / DENMAN ST","BARCLAY ST / DENMAN ST","BARCLAY ST / DENMAN ST Vancouver, BC, Canada",49.28416,-123.1285
"5576","Mischief Under $5000",2014,5,"3XX COLUMBIA ST","300 COLUMBIA ST","300 COLUMBIA ST Vancouver, BC, Canada",49.2821705,-123.1020045
"5577","Mischief Under $5000",2014,5,"10XX DENMAN ST","1000 DENMAN ST","1000 DENMAN ST Vancouver, BC, Canada",49.2890953,-123.138774
"5578","Mischief Under $5000",2014,5,"4XX DUNSMUIR ST","400 DUNSMUIR ST","400 DUNSMUIR ST Vancouver, BC, Canada",49.2816665,-123.1137127
"5579","Mischief Under $5000",2014,5,"20XX ALMA ST","2000 ALMA ST","2000 ALMA ST Vancouver, BC, Canada",49.2684811,-123.1855239
"5580","Mischief Under $5000",2014,5,"5XX SEYMOUR ST","500 SEYMOUR ST","500 SEYMOUR ST Vancouver, BC, Canada",49.2837796,-123.113949
"5581","Mischief Under $5000",2014,5,"LAUREL ST / W 10TH AVE","LAUREL ST / W 10TH AVE","LAUREL ST / W 10TH AVE Vancouver, BC, Canada",49.2642,-123.12417
"5582","Mischief Under $5000",2014,5,"6XX W 8TH AVE","600 W 8TH AVE","600 W 8TH AVE Vancouver, BC, Canada",49.2640354,-123.1176636
"5583","Mischief Under $5000",2014,5,"10XX BARCLAY ST","1000 BARCLAY ST","1000 BARCLAY ST Vancouver, BC, Canada",49.2818261,-123.1251112
"5584","Mischief Under $5000",2014,5,"2XX W 2ND AVE","200 W 2ND AVE","200 W 2ND AVE Vancouver, BC, Canada",49.2690535,-123.1095958
"5585","Mischief Under $5000",2014,5,"3XX MAIN ST","300 MAIN ST","300 MAIN ST Vancouver, BC, Canada",49.2821303,-123.0994238
"5586","Mischief Under $5000",2014,5,"1XX W PENDER ST","100 W PENDER ST","100 W PENDER ST Vancouver, BC, Canada",49.28096,-123.10846
"5587","Mischief Under $5000",2014,5,"3XX E BROADWAY AVE","300 E BROADWAY AVE","300 E BROADWAY AVE Vancouver, BC, Canada",49.2627051,-123.0986958
"5588","Mischief Under $5000",2014,5,"1XX W PENDER ST","100 W PENDER ST","100 W PENDER ST Vancouver, BC, Canada",49.28096,-123.10846
"5589","Mischief Under $5000",2014,5,"1XX DRAKE ST","100 DRAKE ST","100 DRAKE ST Vancouver, BC, Canada",49.2719285,-123.1216797
"5590","Mischief Under $5000",2014,5,"5XX SEYMOUR ST","500 SEYMOUR ST","500 SEYMOUR ST Vancouver, BC, Canada",49.2837796,-123.113949
"5591","Mischief Under $5000",2014,5,"27XX TRANS CANADA HWY","2700 TRANS CANADA HWY","2700 TRANS CANADA HWY Vancouver, BC, Canada",49.28195,-123.03148
"5592","Mischief Under $5000",2014,5,"64XX ADERA ST","6400 ADERA ST","6400 ADERA ST Vancouver, BC, Canada",49.2280437,-123.1432564
"5593","Mischief Under $5000",2014,5,"26XX COLUMBIA ST","2600 COLUMBIA ST","2600 COLUMBIA ST Vancouver, BC, Canada",49.2620043,-123.109285
"5594","Mischief Under $5000",2014,5,"1XX E HASTINGS ST","100 E HASTINGS ST","100 E HASTINGS ST Vancouver, BC, Canada",49.2812718,-123.1021792
"5595","Mischief Under $5000",2014,5,"4XX E 29TH AVE","400 E 29TH AVE","400 E 29TH AVE Vancouver, BC, Canada",49.2446345,-123.096626
"5596","Mischief Under $5000",2014,5,"3XX WATER ST","300 WATER ST","300 WATER ST Vancouver, BC, Canada",49.2842264,-123.1090181
"5597","Mischief Under $5000",2014,5,"16XX ONTARIO ST","1600 ONTARIO ST","1600 ONTARIO ST Vancouver, BC, Canada",49.2713801,-123.1043839
"5598","Mischief Under $5000",2014,5,"43XX W 9TH AVE","4300 W 9TH AVE","4300 W 9TH AVE Vancouver, BC, Canada",49.26436,-123.20322
"5599","Mischief Under $5000",2014,5,"7XX MAIN ST","700 MAIN ST","700 MAIN ST Vancouver, BC, Canada",49.27787,-123.09957
"5600","Mischief Under $5000",2014,5,"57XX VINE ST","5700 VINE ST","5700 VINE ST Vancouver, BC, Canada",49.2345128,-123.1596443
"5601","Mischief Under $5000",2014,5,"21XX E HASTINGS ST","2100 E HASTINGS ST","2100 E HASTINGS ST Vancouver, BC, Canada",49.2810251,-123.0614396
"5602","Mischief Under $5000",2014,5,"4XX W 8TH AVE","400 W 8TH AVE","400 W 8TH AVE Vancouver, BC, Canada",49.2637752,-123.1131071
"5603","Mischief Under $5000",2014,5,"18XX COMMERCIAL DR","1800 COMMERCIAL DR","1800 COMMERCIAL DR Vancouver, BC, Canada",49.2685675,-123.0695151
"5604","Mischief Under $5000",2014,5,"17XX E 57TH AVE","1700 E 57TH AVE","1700 E 57TH AVE Vancouver, BC, Canada",49.2179638,-123.0719276
"5605","Mischief Under $5000",2014,5,"2XX KEEFER ST","200 KEEFER ST","200 KEEFER ST Vancouver, BC, Canada",49.2793341,-123.0994967
"5606","Mischief Under $5000",2014,5,"1XX E HASTINGS ST","100 E HASTINGS ST","100 E HASTINGS ST Vancouver, BC, Canada",49.2812718,-123.1021792
"5607","Mischief Under $5000",2014,5,"5XX BEATTY ST","500 BEATTY ST","500 BEATTY ST Vancouver, BC, Canada",49.2810072,-123.1084969
"5608","Mischief Under $5000",2014,5,"30XX E 3RD AVE","3000 E 3RD AVE","3000 E 3RD AVE Vancouver, BC, Canada",49.2674548,-123.0412385
"5609","Mischief Under $5000",2014,5,"CARDERO ST / DAVIE ST","CARDERO ST / DAVIE ST","CARDERO ST / DAVIE ST Vancouver, BC, Canada",49.28596,-123.1376
"5610","Mischief Under $5000",2014,5,"2XX CARRALL ST","200 CARRALL ST","200 CARRALL ST Vancouver, BC, Canada",49.2831513,-123.1040742
"5611","Mischief Under $5000",2014,5,"28XX E 18TH AVE","2800 E 18TH AVE","2800 E 18TH AVE Vancouver, BC, Canada",49.2538951,-123.0468294
"5612","Mischief Under $5000",2014,5,"2XX E 11TH AVE","200 E 11TH AVE","200 E 11TH AVE Vancouver, BC, Canada",49.2610147,-123.1001378
"5613","Mischief Under $5000",2014,5,"7XX KINGSWAY AVE","700 KINGSWAY AVE","700 KINGSWAY AVE Vancouver, BC, Canada",49.2480243,-122.7342632
"5614","Mischief Under $5000",2014,5,"7XX W GEORGIA ST","700 W GEORGIA ST","700 W GEORGIA ST Vancouver, BC, Canada",49.28276,-123.11871
"5615","Mischief Under $5000",2014,5,"6XX W WATERFRONT RD","600 W WATERFRONT RD","600 W WATERFRONT RD Vancouver, BC, Canada",49.2863934,-123.1106706
"5616","Mischief Under $5000",2014,5,"2XX E 6TH AVE","200 E 6TH AVE","200 E 6TH AVE Vancouver, BC, Canada",49.2653751,-123.1006498
"5617","Mischief Under $5000",2014,5,"1XX W CORDOVA ST","100 W CORDOVA ST","100 W CORDOVA ST Vancouver, BC, Canada",49.2828258,-123.1070009
"5618","Mischief Under $5000",2014,5,"8XX W 15TH AVE","800 W 15TH AVE","800 W 15TH AVE Vancouver, BC, Canada",49.2575951,-123.1222128
"5619","Mischief Under $5000",2014,5,"33XX E 58TH AVE","3300 E 58TH AVE","3300 E 58TH AVE Vancouver, BC, Canada",49.2165602,-123.0353647
"5620","Mischief Under $5000",2014,5,"45XX FRASER ST","4500 FRASER ST","4500 FRASER ST Vancouver, BC, Canada",49.2444129,-123.0900451
"5621","Mischief Under $5000",2014,5,"34XX E 24TH AVE","3400 E 24TH AVE","3400 E 24TH AVE Vancouver, BC, Canada",49.2486551,-123.0307987
"5622","Mischief Under $5000",2014,5,"16XX COLUMBIA ST","1600 COLUMBIA ST","1600 COLUMBIA ST Vancouver, BC, Canada",49.2714442,-123.1091648
"5623","Mischief Under $5000",2014,5,"27XX RENFREW ST","2700 RENFREW ST","2700 RENFREW ST Vancouver, BC, Canada",49.2601349,-123.0441551
"5624","Mischief Under $5000",2014,5,"22XX E 30TH AVE","2200 E 30TH AVE","2200 E 30TH AVE Vancouver, BC, Canada",49.2425598,-123.0625889
"5625","Mischief Under $5000",2014,5,"77XX ARGYLE ST","7700 ARGYLE ST","7700 ARGYLE ST Vancouver, BC, Canada",49.214449,-123.0718951
"5626","Mischief Under $5000",2014,5,"32XX KINGSWAY AVE","3200 KINGSWAY AVE","3200 KINGSWAY AVE Vancouver, BC, Canada",49.2348704,-123.0377165
"5627","Mischief Under $5000",2014,5,"14XX CAMBIE STREET BRDG","1400 CAMBIE STREET BRDG","1400 CAMBIE STREET BRDG Vancouver, BC, Canada",49.27913,-123.11359
"5628","Mischief Under $5000",2014,5,"1XX W BROADWAY AVE","100 W BROADWAY AVE","100 W BROADWAY AVE Vancouver, BC, Canada",49.2629351,-123.1070431
"5629","Mischief Under $5000",2014,5,"27XX COMMERCIAL DR","2700 COMMERCIAL DR","2700 COMMERCIAL DR Vancouver, BC, Canada",49.260333,-123.0696751
"5630","Mischief Under $5000",2014,5,"47XX FLEMING ST","4700 FLEMING ST","4700 FLEMING ST Vancouver, BC, Canada",49.2428501,-123.0719932
"5631","Mischief Under $5000",2014,5,"COMMERCIAL DR / E 5TH AVE","COMMERCIAL DR / E 5TH AVE","COMMERCIAL DR / E 5TH AVE Vancouver, BC, Canada",49.26598,-123.06118
"5632","Mischief Under $5000",2014,5,"2XX SW MARINE DR","200 SW MARINE DR","200 SW MARINE DR Vancouver, BC, Canada",49.2119646,-123.1102959
"5633","Mischief Under $5000",2014,5,"5XX CAMPBELL AVE","500 CAMPBELL AVE","500 CAMPBELL AVE Vancouver, BC, Canada",49.2789291,-123.08464
"5634","Mischief Under $5000",2014,5,"16XX W 66TH AVE","1600 W 66TH AVE","1600 W 66TH AVE Vancouver, BC, Canada",49.2113251,-123.1438216
"5635","Mischief Under $5000",2014,5,"14XX QUEBEC ST","1400 QUEBEC ST","1400 QUEBEC ST Vancouver, BC, Canada",49.2736051,-123.1019349
"5636","Mischief Under $5000",2014,5,"CAMBIE ST / W BROADWAY AVE","CAMBIE ST / W BROADWAY AVE","CAMBIE ST / W BROADWAY AVE Vancouver, BC, Canada",49.26332,-123.12072
"5637","Mischief Under $5000",2014,5,"10XX E 16TH AVE","1000 E 16TH AVE","1000 E 16TH AVE Vancouver, BC, Canada",49.2562345,-123.0833629
"5638","Mischief Under $5000",2014,5,"6XX W HASTINGS ST","600 W HASTINGS ST","600 W HASTINGS ST Vancouver, BC, Canada",49.2846556,-123.1130995
"5639","Mischief Under $5000",2014,5,"11XX W GEORGIA ST","1100 W GEORGIA ST","1100 W GEORGIA ST Vancouver, BC, Canada",49.2856665,-123.1234024
"5640","Mischief Under $5000",2014,5,"40XX MILLER ST","4000 MILLER ST","4000 MILLER ST Vancouver, BC, Canada",49.2490266,-123.0683132
"5641","Mischief Under $5000",2014,5,"35XX W 40TH AVE","3500 W 40TH AVE","3500 W 40TH AVE Vancouver, BC, Canada",49.2355551,-123.1821807
"5642","Mischief Under $5000",2014,5,"14XX HOWE ST","1400 HOWE ST","1400 HOWE ST Vancouver, BC, Canada",49.275544,-123.1303874
"5643","Mischief Under $5000",2014,5,"9XX SEYMOUR ST","900 SEYMOUR ST","900 SEYMOUR ST Vancouver, BC, Canada",49.27925,-123.12051
"5644","Mischief Under $5000",2014,5,"W 42ND AVE / YEW ST","W 42ND AVE / YEW ST","W 42ND AVE / YEW ST Vancouver, BC, Canada",49.23388,-123.18206
"5645","Mischief Under $5000",2014,5,"1XX W PENDER ST","100 W PENDER ST","100 W PENDER ST Vancouver, BC, Canada",49.28096,-123.10846
"5646","Mischief Under $5000",2014,5,"86XX FREMLIN ST","8600 FREMLIN ST","8600 FREMLIN ST Vancouver, BC, Canada",49.2082584,-123.1272946
"5647","Mischief Under $5000",2014,5,"42XX W 13TH AVE","4200 W 13TH AVE","4200 W 13TH AVE Vancouver, BC, Canada",49.2608051,-123.2003143
"5648","Mischief Under $5000",2014,5,"BLENHEIM ST / W 10TH AVE","BLENHEIM ST / W 10TH AVE","BLENHEIM ST / W 10TH AVE Vancouver, BC, Canada",49.26055,-123.17797
"5649","Mischief Under $5000",2014,5,"1XX E CORDOVA ST","100 E CORDOVA ST","100 E CORDOVA ST Vancouver, BC, Canada",49.28207,-123.10198
"5650","Mischief Under $5000",2014,5,"66XX YEW ST","6600 YEW ST","6600 YEW ST Vancouver, BC, Canada",49.2260904,-123.158691
"5651","Mischief Under $5000",2014,5,"22XX W 41ST AVE","2200 W 41ST AVE","2200 W 41ST AVE Vancouver, BC, Canada",49.2345151,-123.158622
"5652","Mischief Under $5000",2014,5,"10XX GRANVILLE ST","1000 GRANVILLE ST","1000 GRANVILLE ST Vancouver, BC, Canada",49.2790092,-123.1231334
"5653","Mischief Under $5000",2014,5,"2XX E PENDER ST","200 E PENDER ST","200 E PENDER ST Vancouver, BC, Canada",49.28019,-123.09918
"5654","Mischief Under $5000",2014,5,"22XX HARRISON DR","2200 HARRISON DR","2200 HARRISON DR Vancouver, BC, Canada",49.2088126,-123.0617376
"5655","Mischief Under $5000",2014,5,"16XX E HASTINGS ST","1600 E HASTINGS ST","1600 E HASTINGS ST Vancouver, BC, Canada",49.2811246,-123.0723687
"5656","Mischief Under $5000",2014,5,"27XX GUELPH ST","2700 GUELPH ST","2700 GUELPH ST Vancouver, BC, Canada",49.2605171,-123.0948351
"5657","Mischief Under $5000",2014,5,"3XX CAMBIE ST","300 CAMBIE ST","300 CAMBIE ST Vancouver, BC, Canada",49.2832808,-123.109016
"5658","Mischief Under $5000",2014,5,"KINGSWAY AVE / TYNE ST","KINGSWAY AVE / TYNE ST","KINGSWAY AVE / TYNE ST Vancouver, BC, Canada",49.25582,-122.76946
"5659","Mischief Under $5000",2014,5,"35XX CROWLEY DR","3500 CROWLEY DR","3500 CROWLEY DR Vancouver, BC, Canada",49.2359182,-123.0293617
"5660","Mischief Under $5000",2014,5,"20XX E 12TH AVE","2000 E 12TH AVE","2000 E 12TH AVE Vancouver, BC, Canada",49.2593751,-123.0637606
"5661","Mischief Under $5000",2014,5,"30XX HEATHER ST","3000 HEATHER ST","3000 HEATHER ST Vancouver, BC, Canada",49.2584574,-123.1197767
"5662","Mischief Under $5000",2014,5,"29XX ALBERTA ST","2900 ALBERTA ST","2900 ALBERTA ST Vancouver, BC, Canada",49.2592371,-123.1108851
